model,case,activities
BPIC20R,950,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,951,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,952,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_for_payment_rejected_by_missing', '<EOS>']"
BPIC20R,953,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,954,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,955,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,956,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,957,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,958,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,959,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,960,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,961,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,962,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,963,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,964,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,965,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,966,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,967,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,968,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,969,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,970,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,971,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,972,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,973,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,974,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,975,"['request_for_payment_saved_by_employee', '<EOS>']"
BPIC20R,976,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,977,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,978,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,979,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,980,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,981,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,982,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,983,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,984,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,985,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,986,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,987,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,988,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', '<EOS>']"
BPIC20R,989,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,990,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', '<EOS>']"
BPIC20R,991,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,992,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,993,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,994,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,995,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,996,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,997,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,998,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,999,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1000,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1001,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1002,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1003,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1004,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1005,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1006,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1007,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1008,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1009,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1010,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_administration', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1011,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1012,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1013,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1014,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1015,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1016,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,1017,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1018,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1019,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_supervisor', 'request_for_payment_final_approved_by_director', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1020,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1021,"['request_for_payment_saved_by_employee', '<EOS>']"
BPIC20R,1022,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1023,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1024,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1025,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1026,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_for_payment_rejected_by_missing', 'request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1027,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1028,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1029,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1030,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1031,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1032,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1033,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1034,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1035,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1036,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1037,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1038,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1039,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1040,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1041,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1042,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_for_payment_rejected_by_missing', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1043,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1044,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1045,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1046,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1047,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1048,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1049,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_administration', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,1050,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1051,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1052,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1053,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_for_payment_rejected_by_missing', 'request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1054,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1055,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1056,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1057,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'request_for_payment_rejected_by_missing', '<EOS>']"
BPIC20R,1058,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1059,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1060,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1061,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1062,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1063,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1064,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1065,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1066,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1067,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1068,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1069,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1070,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1071,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,1072,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1073,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1074,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1075,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1076,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', '<EOS>']"
BPIC20R,1077,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1078,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1079,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1080,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1081,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1082,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1083,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1084,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1085,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,1086,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1087,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1088,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1089,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1090,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1091,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,1092,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1093,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1094,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1095,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_approved_by_supervisor', 'request_for_payment_final_approved_by_director', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1096,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1097,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', '<EOS>']"
BPIC20R,1098,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', '<EOS>']"
BPIC20R,1099,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1100,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1101,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1102,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1103,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1104,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1105,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1106,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1107,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1108,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1109,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,1110,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1111,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1112,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1113,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
