model,case,activities
BPIC19f,805,"['srm:_created', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,806,"['srm:_created', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,807,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'vendor_creates_invoice', 'record_invoice_receipt', 'record_goods_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,808,"['srm:_created', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,809,"['srm:_created', 'srm:_complete', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'srm:_document_completed', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,810,"['srm:_created', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,811,"['srm:_created', 'srm:_ordered', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,812,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_ordered', 'srm:_complete', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,813,"['srm:_created', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'record_goods_receipt', '<EOS>']"
BPIC19f,814,"['srm:_created', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'vendor_creates_invoice', 'srm:_created', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_deleted', 'change_price', 'srm:_ordered', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,815,"['vendor_creates_invoice', 'srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,816,"['vendor_creates_invoice', 'vendor_creates_invoice', 'vendor_creates_invoice', 'vendor_creates_invoice', 'srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'record_service_entry_sheet', 'record_goods_receipt', 'record_goods_receipt', 'record_invoice_receipt', 'record_service_entry_sheet', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'record_invoice_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', 'vendor_creates_invoice', 'vendor_creates_invoice', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_service_entry_sheet', 'record_goods_receipt', 'record_goods_receipt', 'record_service_entry_sheet', 'record_goods_receipt', 'record_service_entry_sheet', 'record_service_entry_sheet', 'record_goods_receipt', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'record_invoice_receipt', 'record_invoice_receipt', 'record_invoice_receipt', 'record_invoice_receipt', 'record_invoice_receipt', 'clear_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_goods_receipt', 'record_service_entry_sheet', 'record_service_entry_sheet', 'record_goods_receipt', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'record_invoice_receipt', 'record_invoice_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,817,"['srm:_created', 'srm:_document_completed', 'srm:_complete', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_awaiting_approval', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,818,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'srm:_ordered', 'srm:_complete', 'srm:_document_completed', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,819,"['srm:_created', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,820,"['srm:_created', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_ordered', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,821,"['srm:_created', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,822,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'create_purchase_order_item', 'vendor_creates_invoice', 'srm:_created', 'srm:_complete', 'srm:_document_completed', 'srm:_awaiting_approval', 'change_price', 'srm:_deleted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,823,"['srm:_created', 'create_purchase_order_item', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,824,"['srm:_created', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_document_completed', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,825,"['srm:_created', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,826,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_ordered', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,827,"['srm:_created', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,828,"['srm:_created', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_complete', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,829,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_document_completed', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'vendor_creates_invoice', 'vendor_creates_debit_memo', 'record_invoice_receipt', 'cancel_invoice_receipt', 'vendor_creates_debit_memo', 'clear_invoice', 'cancel_invoice_receipt', 'record_invoice_receipt', '<EOS>']"
BPIC19f,830,"['srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,831,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_ordered', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,832,"['srm:_created', 'srm:_complete', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,833,"['srm:_created', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_complete', '<EOS>']"
BPIC19f,834,"['srm:_created', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,835,"['srm:_created', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,836,"['srm:_created', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,837,"['srm:_created', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,838,"['srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,839,"['srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,840,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,841,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,842,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,843,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_ordered', 'srm:_complete', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'record_goods_receipt', '<EOS>']"
BPIC19f,844,"['srm:_created', 'srm:_complete', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'srm:_ordered', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,845,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_ordered', 'srm:_complete', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,846,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_ordered', 'srm:_document_completed', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,847,"['srm:_created', 'srm:_complete', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,848,"['srm:_created', 'srm:_complete', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_awaiting_approval', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,849,"['srm:_created', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_ordered', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,850,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_document_completed', 'srm:_ordered', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,851,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_document_completed', 'srm:_complete', 'record_goods_receipt', 'record_service_entry_sheet', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,852,"['srm:_created', 'srm:_ordered', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,853,"['srm:_created', 'create_purchase_order_item', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_ordered', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,854,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,855,"['srm:_created', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'srm:_complete', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_created', 'srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_awaiting_approval', 'change_final_invoice_indicator', 'srm:_ordered', 'change_delivery_indicator', 'srm:_deleted', 'srm:_document_completed', 'delete_purchase_order_item', 'srm:_complete', 'srm:_document_completed', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_deleted', 'srm:_in_transfer_to_execution_syst.', '<EOS>']"
BPIC19f,856,"['srm:_created', 'srm:_document_completed', 'srm:_complete', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_awaiting_approval', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,857,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_ordered', 'srm:_document_completed', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,858,"['srm:_created', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_ordered', 'srm:_complete', 'srm:_document_completed', 'srm:_awaiting_approval', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,859,"['srm:_created', 'srm:_document_completed', 'srm:_change_was_transmitted', 'srm:_complete', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', '<EOS>']"
BPIC19f,860,"['srm:_created', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_document_completed', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,861,"['srm:_created', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,862,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,863,"['srm:_created', 'srm:_awaiting_approval', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_document_completed', 'srm:_ordered', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,864,"['srm:_created', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_complete', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,865,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_ordered', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,866,"['srm:_created', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_complete', 'create_purchase_order_item', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,867,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,868,"['srm:_created', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_complete', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_ordered', 'vendor_creates_debit_memo', 'vendor_creates_invoice', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_deleted', 'change_price', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_ordered', 'record_invoice_receipt', 'cancel_invoice_receipt', 'clear_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,869,"['srm:_created', 'srm:_complete', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_awaiting_approval', 'srm:_ordered', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'vendor_creates_invoice', 'record_goods_receipt', 'record_service_entry_sheet', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,870,"['srm:_created', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_complete', 'srm:_awaiting_approval', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,871,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_ordered', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,872,"['srm:_created', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,873,"['srm:_created', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'srm:_in_transfer_to_execution_syst.', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'srm:_ordered', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,874,"['srm:_created', 'create_purchase_order_item', 'srm:_complete', 'srm:_change_was_transmitted', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_awaiting_approval', 'srm:_ordered', 'vendor_creates_invoice', 'record_invoice_receipt', 'record_goods_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,875,"['srm:_created', 'srm:_document_completed', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_ordered', 'create_purchase_order_item', 'srm:_change_was_transmitted', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,876,"['srm:_created', 'srm:_in_transfer_to_execution_syst.', 'srm:_document_completed', 'srm:_complete', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'create_purchase_order_item', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'remove_payment_block', 'clear_invoice', '<EOS>']"
BPIC19f,877,"['srm:_created', 'srm:_ordered', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_complete', 'create_purchase_order_item', 'vendor_creates_invoice', 'record_service_entry_sheet', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,878,"['srm:_created', 'srm:_ordered', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_change_was_transmitted', 'srm:_complete', 'srm:_awaiting_approval', 'srm:_document_completed', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,879,"['srm:_created', 'srm:_change_was_transmitted', 'srm:_document_completed', 'create_purchase_order_item', 'srm:_awaiting_approval', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'srm:_ordered', 'record_goods_receipt', 'vendor_creates_invoice', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,880,"['srm:_created', 'srm:_awaiting_approval', 'srm:_ordered', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_complete', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
BPIC19f,881,"['srm:_created', 'srm:_awaiting_approval', 'srm:_change_was_transmitted', 'srm:_document_completed', 'srm:_ordered', 'create_purchase_order_item', 'srm:_in_transfer_to_execution_syst.', 'srm:_complete', 'vendor_creates_invoice', 'record_goods_receipt', 'record_invoice_receipt', 'clear_invoice', '<EOS>']"
